OrderID,PickupX,PickupY,DeliveryX,DeliveryY,OrderSize,TripDistance,NearestDriverPickupDistance,OutlierScore,IsTripOutlier,IsPickupOutlier
O4753,15,98,60,59,1,59.54829972383762,16.278820596099706,4.789901739220611,False,True
O5600,11,96,30,32,6,66.76076692189807,15.652475842498529,4.789115796838463,False,True
O6797,30,95,46,35,7,62.0966987850401,16.0,4.776763823222747,False,True
O4850,2,98,51,95,6,49.09175083453431,17.11724276862369,4.775468098574184,False,True
O6725,1,95,5,14,1,81.09870529176159,14.317821063276353,4.767536071907562,False,True
O3420,32,91,55,17,7,77.4919350642375,14.560219778561036,4.752093209264025,False,True
O6234,25,96,13,33,2,64.13267497929586,15.652475842498529,4.738368703973039,False,True
O1367,21,94,70,5,1,101.59724405711013,12.36931687685298,4.727653446377188,False,True
O3727,10,94,56,30,3,78.81624198095213,14.317821063276353,4.723462888729321,False,True
O0535,34,92,95,12,2,100.60318086422517,12.36931687685298,4.7084586014991645,False,True
O1064,28,95,48,45,1,53.85164807134504,16.401219466856727,4.707271568804141,False,True
O1968,7,96,68,70,1,66.30987860040162,15.297058540778355,4.700935652412881,False,True
O9903,27,93,8,17,4,78.33900688673555,14.212670403551895,4.690735324182421,False,True
O5122,3,98,48,90,2,45.70557952810576,17.029386365926403,4.690437597353998,False,True
O5598,27,95,13,37,2,59.665735560705194,15.811388300841896,4.687648325637858,False,True
O4834,9,95,79,87,7,70.45565981523414,14.866068747318506,4.684616290693681,False,True
O8283,8,96,29,37,5,62.625873247404705,15.524174696260024,4.680584135280393,False,True
O1617,25,95,7,26,2,71.30918594402827,14.7648230602334,4.678458213851093,False,True
O7896,15,95,23,8,1,87.36704184073076,13.341664064126334,4.670299060139385,False,True
O1165,2,100,21,92,8,20.615528128088304,19.1049731745428,4.670077032597787,False,True
O0107,17,97,11,30,2,67.26812023536856,15.033296378372908,4.660459789076265,False,True
O6151,27,92,94,39,6,85.42833253669417,13.45362404707371,4.657898601874104,False,True
O1873,15,95,4,9,5,86.70063436907483,13.341664064126334,4.657431077363696,False,True
O0151,11,96,70,86,8,59.841457201508724,15.652475842498529,4.655507513485353,False,True
O1630,31,93,39,28,2,65.49045732013177,15.132745950421556,4.648371640163875,False,True
O5984,9,98,35,74,1,35.38361202590826,17.72004514666935,4.645561754657418,False,True
O6778,32,100,82,55,7,67.26812023536856,14.866068747318506,4.623066554000875,False,True
O3667,7,96,3,34,6,62.12889826803627,15.297058540778355,4.6202030898431845,False,True
O0774,21,99,8,62,4,39.21734310225516,17.26267650163207,4.617318376018323,False,True
O9408,10,98,34,77,3,31.89043743820395,17.88854381999832,4.615787813189319,False,True
O1173,28,91,31,8,3,83.05419917138447,13.45362404707371,4.61205531747022,False,True
O6905,8,99,5,74,1,25.179356624028344,18.439088914585774,4.609305947675634,False,True
O3040,33,93,47,8,1,86.14522621712709,13.152946437965905,4.604507889838757,False,True
O4144,8,96,61,72,3,58.180752831155424,15.524174696260024,4.594751164635525,False,True
O4288,1,93,75,34,8,94.64142856064674,12.36931687685298,4.593340255414674,False,True
O1142,29,89,99,20,8,98.29038610159185,12.041594578792296,4.590518800091069,False,True
O9479,6,95,43,31,8,73.92563831310488,14.142135623730951,4.58974340891087,False,True
O8040,34,94,67,2,2,97.73944955850733,12.041594578792296,4.579880501079665,False,True
O9184,31,89,71,4,8,93.94147114027967,12.36931687685298,4.579824440523495,False,True
O0415,21,96,92,90,5,71.25307010929424,14.317821063276353,4.577421961048477,False,True
O0526,6,93,68,21,1,95.01578816175763,12.165525060596439,4.554999709782909,False,True
O5849,33,96,54,14,1,84.64632301523794,13.038404810405298,4.549952559575565,False,True
O3905,24,95,83,58,1,69.6419413859206,14.317821063276353,4.546311900697151,False,True
O1376,22,93,98,29,5,99.35793878699377,11.704699910719626,4.535800751061862,False,True
O0703,30,98,69,73,8,46.32493928760188,16.278820596099706,4.534565504908287,False,True
O3229,20,95,97,66,8,82.28000972289685,13.152946437965905,4.5298725632742505,False,True
O4053,23,94,80,34,8,82.75868534480233,13.0,4.504915678140868,False,True
O6846,3,94,36,20,7,81.02468759581859,13.038404810405298,4.48002065727994,False,True
O0404,9,94,18,24,2,70.57619995437555,13.92838827718412,4.4772721310464725,False,True
O2577,25,94,94,78,8,70.83078426785913,13.892443989449804,4.474150635071771,False,True
O4255,19,97,36,42,6,57.56735185849702,15.033296378372908,4.473142981126382,False,True
O6344,32,98,78,51,5,65.76473218982953,14.317821063276353,4.471445001277382,False,True
O8898,18,95,88,55,2,80.62257748298549,13.0,4.463668542804027,False,True
O6462,18,94,58,11,5,92.13576938409967,12.0,4.462375511597834,False,True
O7744,19,96,76,59,2,67.95586803212802,14.035668847618199,4.450663544966437,False,True
O5718,32,92,66,37,5,64.66065264130884,14.317821063276353,4.4501257976105135,False,True
O8489,28,94,28,45,4,49.0,15.620499351813308,4.439014435041633,False,True
O0296,37,87,7,2,4,90.13878188659973,12.041594578792296,4.433115548935868,False,True
O5022,34,99,69,24,6,82.76472678623425,12.649110640673518,4.42657108923917,False,True
O2646,20,99,51,98,5,31.016124838541646,17.11724276862369,4.426437131982112,False,True
O4356,27,92,97,70,2,73.37574531137656,13.45362404707371,4.42516939127191,False,True
O6228,21,95,36,22,2,74.52516353554684,13.341664064126334,4.422329047996525,False,True
O9638,29,95,12,68,8,31.906112267087632,17.0,4.417406047758019,False,True
O4512,9,94,45,37,8,67.4166151627327,13.92838827718412,4.416262186820962,False,True
O8673,32,91,84,62,4,59.53990258641679,14.560219778561036,4.405448769430231,False,True
O0923,33,90,97,71,3,66.76076692189807,13.92838827718412,4.40359809731795,False,True
O1779,28,93,40,39,1,55.31726674375732,14.866068747318506,4.392301769052235,False,True
O0476,31,89,98,38,2,84.20213774008353,12.36931687685298,4.3917629619674265,False,True
O1154,7,93,40,16,7,83.773504164503,12.36931687685298,4.3834862698499935,False,True
O3835,16,96,69,62,5,62.96824596572466,14.142135623730951,4.3781618435928795,False,True
O3034,33,95,82,37,6,75.92759709091287,13.0,4.373010905567051,False,True
O5844,17,97,18,46,7,51.0098029794274,15.033296378372908,4.346520112062603,False,True
O3977,2,95,24,38,4,61.09828148156051,14.142135623730951,4.342053798895265,False,True
O5359,30,90,82,40,7,72.13875518748573,13.152946437965905,4.334050195975021,False,True
O4630,20,99,42,85,8,26.076809620810597,17.11724276862369,4.331061515938176,False,True
O7347,27,97,42,82,5,21.213203435596427,17.4928556845359,4.321137403381109,False,True
O0652,31,97,79,98,3,48.010415536631214,15.132745950421556,4.31084109593168,False,True
O5409,29,93,28,50,3,43.01162633521314,15.556349186104045,4.309037631144795,False,True
O2069,35,99,58,15,5,87.09190547921202,11.704699910719626,4.298950007269378,False,True
O9182,5,95,63,81,5,59.665735560705194,14.035668847618199,4.290585385000164,False,True
O0779,27,92,91,75,5,66.21933252457322,13.45362404707371,4.286982770633511,False,True
O8631,35,100,95,44,2,82.07313811473277,12.083045973594572,4.28664096302484,False,True
O2891,18,99,16,74,2,25.079872407968907,17.0,4.285594895173552,False,True
O9619,26,92,76,38,2,73.59347797189639,12.806248474865697,4.284616117419066,False,True
O4525,13,94,46,31,6,71.11961754677819,13.0,4.280171313288683,False,True
O0195,13,97,31,64,5,37.589892258425,15.811388300841896,4.261375236792239,False,True
O1769,31,97,64,66,1,45.27692569068709,15.132745950421556,4.258058824196747,False,True
O6862,6,93,37,22,5,77.47257579298626,12.165525060596439,4.216249374300213,False,True
O5068,5,94,4,27,1,67.00746227100382,13.038404810405298,4.209355303552019,False,True
O8755,12,97,42,97,4,30.0,16.15549442140351,4.1917628200011805,False,True
O4923,32,94,27,40,1,54.230987451824994,14.035668847618199,4.185643216687574,False,True
O5656,33,91,59,38,8,59.033888572581766,13.601470508735444,4.181295047097514,False,True
O0972,2,93,15,19,3,75.13321502504735,12.165525060596439,4.171077530723547,False,True
O3560,32,88,4,13,2,80.05623023850174,11.704699910719626,4.163094766049105,False,True
O7041,11,99,9,100,3,2.23606797749979,18.384776310850235,4.154138271564796,False,True
O0028,1,96,35,81,6,37.16180835212409,15.297058540778355,4.138101527868294,False,True
O6140,34,100,77,53,8,63.702433234531945,13.0,4.136949329692165,False,True
O5070,32,95,46,46,6,50.96076922496363,14.0,4.114521201391064,False,True
O9769,27,97,31,88,8,9.848857801796104,17.4928556845359,4.101697781089129,False,True
O1623,34,91,96,70,4,65.45991139621256,12.649110640673518,4.092424075818132,False,True
O7528,24,93,34,27,5,66.75327707311455,12.529964086141668,4.090756316965979,False,True
O1825,31,90,16,35,1,57.0087712549569,13.341664064126334,4.084096594511616,False,True
O4010,18,96,29,48,7,49.24428900898052,14.0,4.081376858337409,False,True
O4413,8,97,14,78,2,19.924858845171276,16.492422502470642,4.072556477083681,False,True
O3733,37,87,55,18,6,71.30918594402827,12.041594578792296,4.06952581357451,False,True
O1368,30,96,5,95,4,25.019992006393608,16.0312195418814,4.067812739701742,False,True
O7074,36,87,66,33,2,61.773780845922005,12.806248474865697,4.056383893892258,False,True
O3074,3,99,2,99,5,1.0,18.027756377319946,4.050438355694724,False,True
O2549,36,89,94,43,5,74.02702209328699,11.661903789690601,4.037104379055985,False,True
O6338,34,89,36,36,6,53.03772242470448,13.416407864998739,4.0241309223725175,False,True
O0487,30,90,72,53,4,55.97320787662612,13.152946437965905,4.021901858503883,False,True
O4587,12,93,58,50,4,62.96824596572466,12.529964086141668,4.01766932864888,False,True
O4100,34,89,67,48,6,52.630789467763066,13.416407864998739,4.016273257950221,False,True
O0900,11,92,45,35,8,66.37017402418047,12.206555615733702,4.011042463279436,False,True
O1394,34,90,67,44,5,56.61271941887264,13.0,4.000050631606172,False,True
O5736,22,98,14,84,7,16.1245154965971,16.492422502470642,3.9991738173280145,False,True
O6882,10,91,13,19,5,72.06247289678588,11.661903789690601,3.9991699526010187,False,True
O1725,36,89,73,28,3,71.34423592694787,11.661903789690601,3.9853011690866715,False,True
O9565,20,95,68,71,1,53.665631459994955,13.152946437965905,3.977343754272228,False,True
O0614,33,91,70,60,4,48.27007354458868,13.601470508735444,3.9734513594558467,False,True
O0209,17,95,10,41,7,54.45181356024793,13.038404810405298,3.9669122364805274,False,True
O2341,24,92,94,99,2,70.34912934784623,11.661903789690601,3.966086176961753,False,True
O7993,10,93,40,53,4,50.0,13.416407864998739,3.965474077272487,False,True
O1059,12,93,1,34,2,60.01666435249463,12.529964086141668,3.960675817958326,False,True
O0513,14,93,1,25,7,69.2314957226839,11.704699910719626,3.954074754681528,False,True
O8056,13,94,28,42,2,54.120236510939236,13.0,3.951922078893083,False,True
O1864,34,94,22,31,8,64.13267497929586,12.041594578792296,3.9309511075402916,False,True
O8550,29,95,30,89,1,6.082762530298219,17.0,3.918770552573789,False,True
O3019,11,92,42,39,3,61.40032573203501,12.206555615733702,3.9150772693985685,False,True
O3893,20,95,43,51,4,49.64876634922564,13.152946437965905,3.899780171545267,False,True
O7982,33,91,77,88,3,44.10215414239989,13.601470508735444,3.89297099667636,False,True
O5683,35,87,95,85,7,60.03332407921454,12.206555615733702,3.8886811762108326,False,True
O6160,6,97,18,91,2,13.416407864998739,16.1245154965971,3.8646151555394086,False,True
O1056,26,93,66,79,7,42.37924020083418,13.601470508735444,3.859702421717299,False,True
O3522,37,86,86,50,6,60.802960454241045,12.0,3.8573552157996254,False,True
O1416,33,91,67,66,8,42.20189569201838,13.601470508735444,3.8562779911971337,False,True
O2210,36,88,8,37,6,58.180752831155424,12.206555615733702,3.8529089858848042,False,True
O5972,34,99,81,75,2,52.773099207835045,12.649110640673518,3.8474483099960697,False,True
O2939,37,86,67,34,1,60.03332407921454,12.0,3.842493936419344,False,True
O4800,12,95,45,96,1,33.015148038438355,14.317821063276353,3.839067510484941,False,True
O2152,24,93,73,73,7,52.92447448959697,12.529964086141668,3.8237293086838777,False,True
O4062,27,92,49,56,4,42.190046219457976,13.45362404707371,3.82298971017456,False,True
O5339,30,91,64,94,3,34.132096331752024,14.142135623730951,3.8213507443938575,False,True
O6159,32,100,32,75,2,25.0,14.866068747318506,3.806891066355176,False,True
O9202,35,91,14,34,4,60.74537019394976,11.704699910719626,3.790212070392066,False,True
O3124,9,95,28,81,2,23.600847442411894,14.866068747318506,3.7798741558651594,False,True
O2855,33,96,43,54,5,43.174066289845804,13.038404810405298,3.7491447836884517,False,True
O2979,19,96,27,66,4,31.04834939252005,14.035668847618199,3.7379984949065843,False,True
O3091,34,96,83,73,3,54.12947441089743,12.041594578792296,3.73779449076937,False,True
O8439,37,87,88,100,8,52.630789467763066,12.041594578792296,3.7088556615174735,False,True
O1510,36,86,81,60,2,51.97114584074513,12.041594578792296,3.6961182850749967,False,True
O9379,67,100,60,46,4,54.45181356024793,11.704699910719626,3.6686867547183573,False,True
O8753,8,92,37,46,3,54.378304497290095,11.704699910719626,3.6672673328237497,False,True
O0087,33,100,38,72,1,28.442925306655784,13.92838827718412,3.6637004417869625,False,True
O1293,34,92,80,96,6,46.17358552246078,12.36931687685298,3.6574513347210678,False,True
O1946,35,99,57,50,1,53.71219600798314,11.704699910719626,3.65440512324221,False,True
O1094,30,89,76,75,1,48.08326112068523,12.165525060596439,3.6487569450020008,False,True
O1182,21,95,20,61,1,34.0147027033899,13.341664064126334,3.640093052160326,False,True
O3878,24,96,25,85,1,11.045361017187261,15.231546211727817,3.619157467909488,False,True
O2813,31,95,19,100,2,13.0,15.0,3.605125226340531,False,True
O5302,22,95,49,87,4,28.160255680657446,13.601470508735444,3.5851412025299108,False,True
O6455,35,99,48,52,3,48.76474136094644,11.704699910719626,3.558872339038305,False,True
O9856,5,95,5,74,8,21.0,14.035668847618199,3.5439700777494876,False,True
O6881,2,95,21,94,4,19.026297590440446,14.142135623730951,3.529665602369224,False,True
O0365,8,93,35,69,1,36.124783736376884,12.649110640673518,3.5259779696371227,False,True
O7717,35,89,71,81,6,36.87817782917155,12.529964086141668,3.5138836394465818,False,True
O7229,5,93,46,87,5,41.43669871020132,12.041594578792296,3.492703572616245,False,True
O8318,35,89,41,54,1,35.510561809129406,12.529964086141668,3.4874756831463163,False,True
O9002,24,95,38,97,4,14.142135623730951,14.317821063276353,3.4746394255561044,False,True
O0681,33,98,50,80,6,24.758836806279895,13.341664064126334,3.4613670804329226,False,True
O4798,29,89,49,56,3,38.58756276314948,12.041594578792296,3.4376882346261706,False,True
O7641,28,92,42,93,8,14.035668847618199,14.142135623730951,3.4332991487595064,False,True
O8657,12,93,5,63,3,30.805843601498726,12.529964086141668,3.3966300137395304,False,True
O9394,34,97,64,80,3,34.48187929913333,12.165525060596439,3.386121313726129,False,True
O7591,33,99,46,87,4,17.69180601295413,13.601470508735444,3.3830008668619245,False,True
O8716,4,94,26,100,1,22.80350850198276,13.0,3.3472122973402687,False,True
O1759,34,91,60,86,8,26.476404589747453,12.649110640673518,3.3396727705617795,False,True
O9726,15,96,22,97,2,7.0710678118654755,14.317821063276353,3.3381007721362645,False,True
O2564,28,89,47,66,2,29.832867780352597,12.0,3.2593387828523084,False,True
O5875,6,93,33,89,2,27.294688127912362,12.165525060596439,3.2473403784418187,False,True
O6471,3,9,96,100,8,130.11533345459327,3.1622776601683795,3.2195664113080555,True,False
O4396,22,94,20,74,2,20.09975124224178,12.649110640673518,3.2165429004263886,False,True
O1471,34,97,58,89,6,25.298221281347036,12.165525060596439,3.2087896387119628,False,True
O3983,11,93,23,87,1,13.416407864998739,13.038404810405298,3.1745398274980703,False,True
O8228,10,91,35,84,1,25.96150997149434,11.661903789690601,3.108984259767639,False,True
O7927,25,93,34,92,3,9.055385138137417,13.038404810405298,3.090330739634455,False,True
O1705,29,90,30,82,2,8.06225774829855,13.038404810405298,3.0711539646280803,False,True
O2165,34,93,18,87,1,17.08800749063506,12.165525060596439,3.0502546670360133,False,True
O2475,13,94,6,94,1,7.0,13.0,3.0420547415678745,False,True
O2836,34,99,26,92,2,10.63014581273465,12.649110640673518,3.0336897291426297,False,True
O8314,34,95,46,83,4,16.97056274847714,12.0,3.0109743412073637,False,True
O1537,33,88,47,81,7,15.652475842498529,12.083045973594572,3.0040924106425826,False,True
O0633,35,90,50,93,8,15.297058540778355,12.083045973594572,2.997229486814083,False,True
O7423,7,93,5,94,6,2.23606797749979,12.36931687685298,2.8090406505337695,False,True
O8165,8,92,5,97,5,5.830951894845301,11.704699910719626,2.729843123666401,False,True
